% Ascii stylus data file created by FastSCAN V4.0.7 on Tue May 18 12:25:43 2021
% raw surface, 71 visible points, bounding box reference
% x y z dx dy dz
  169.4085  783.9590 -1464.7576   -0.6827   -0.4923   -0.5399
  184.5653  788.8730 -1476.6522   -0.6272   -0.5001   -0.5972
  202.2873  797.6559 -1483.9600   -0.6228   -0.4720   -0.6239
  210.4834  785.8016 -1478.9231   -0.5837   -0.4688   -0.6629
  215.2023  775.7001 -1476.2319   -0.5905   -0.4827   -0.6468
  197.4420  822.3189 -1487.2213   -0.6614   -0.3534   -0.6615
  194.9779  810.7736 -1495.4492   -0.6898   -0.3488   -0.6344
  201.9504  810.9359 -1507.3248   -0.6738   -0.3218   -0.6652
  212.4978  804.9717 -1511.7285   -0.6342   -0.3641   -0.6821
  240.5058  803.1360 -1517.9460   -0.5949   -0.3547   -0.7214
  160.8978  863.0066 -1533.6709   -0.7440   -0.2058   -0.6357
  172.3665  847.9153 -1544.4458   -0.6822   -0.2459   -0.6886
  190.5869  861.0972 -1549.2852   -0.6475   -0.1558   -0.7460
  207.7235  864.1309 -1546.9414   -0.6304   -0.1286   -0.7655
  220.9851  871.1169 -1535.3594   -0.6469   -0.0915   -0.7570
  131.2317  905.5156 -1581.1932   -0.4063    0.1658    0.8986
  148.8537  910.5767 -1592.5751   -0.5345    0.2183    0.8165
  170.8226  914.1710 -1598.8596   -0.5415    0.2555    0.8009
  178.2216  920.5172 -1587.5569   -0.8160    0.0888    0.5712
  177.7016  924.7271 -1565.2583   -0.8519    0.0776    0.5179
  160.2129  963.6160 -1565.8689    0.6721    0.3054    0.6745
  154.1638  963.1711 -1594.8040    0.3779    0.3719    0.8479
  165.9740  954.1564 -1616.3564   -0.4783    0.3425    0.8087
  181.5081  959.2045 -1617.4641   -0.8935    0.1311    0.4294
  187.2107  969.2757 -1594.3684   -0.9610    0.1504    0.2321
  139.3633 1011.9787 -1595.7747    0.3625    0.6980    0.6176
  135.9909 1000.1198 -1619.5994   -0.1050    0.6508    0.7519
  162.2148  999.4597 -1628.3433   -0.2085    0.6675    0.7148
  180.6096  995.9083 -1643.0020   -0.7204    0.4523    0.5258
  201.8966 1003.6306 -1633.5262   -0.7971    0.4388    0.4148
  111.0003 1044.2737 -1644.6749   -0.2384    0.6844    0.6890
  137.1538 1041.3965 -1648.5553   -0.3987    0.6177    0.6778
  157.1894 1038.6724 -1646.2610   -0.3625    0.6010    0.7123
  172.6239 1037.3383 -1659.1104   -0.4111    0.6003    0.6860
  196.7054 1034.7727 -1662.1012   -0.4919    0.5840    0.6457
  113.3603 1067.8966 -1664.5591   -0.5349    0.3071    0.7871
  130.5846 1073.8854 -1659.2690   -0.5289    0.3737    0.7620
  151.4720 1077.7015 -1648.1443   -0.4250    0.3778    0.8226
  171.9446 1078.6372 -1656.0544   -0.4601    0.3794    0.8027
  188.1051 1077.2585 -1660.1355   -0.5028    0.3782    0.7772
  115.1372 1114.4565 -1621.4182   -0.0149    0.1170    0.9930
  126.9262 1120.1133 -1634.1248   -0.0509    0.2034    0.9778
  151.9640 1126.7117 -1642.4600   -0.1341    0.2665    0.9545
  169.9499 1124.0391 -1648.1494   -0.2538    0.2972    0.9205
  187.0382 1120.7839 -1632.2266   -0.2334    0.2286    0.9451
  131.3846 1154.6450 -1597.2982    0.5245    0.1185    0.8431
  133.1234 1163.4495 -1615.5640    0.3910    0.1899    0.9006
  148.0730 1162.1943 -1638.0664    0.1660    0.2933    0.9415
  162.3003 1154.8787 -1647.0593   -0.8459    0.0171    0.5330
  173.7676 1152.6044 -1623.9231   -0.8081    0.0725    0.5846
  108.8288 1203.8911 -1619.8983   -0.3498    0.0218    0.9366
  127.3208 1210.9121 -1628.4596   -0.4256    0.0821    0.9012
  143.9126 1212.9756 -1619.6139   -0.4460    0.1133    0.8878
  156.5738 1211.1670 -1624.7970   -0.4340    0.1516    0.8881
  173.6118 1212.2100 -1614.4802   -0.4261    0.1982    0.8827
  113.1919 1248.6443 -1617.3984   -0.6139   -0.1967    0.7645
  130.9103 1246.4180 -1614.7488   -0.5880   -0.1554    0.7938
  143.4998 1247.2228 -1608.3046   -0.5756   -0.1550    0.8029
  155.7666 1246.6838 -1605.5591   -0.5566   -0.1489    0.8173
  171.4341 1247.1061 -1598.4656   -0.5294   -0.1279    0.8387
  155.0784 1251.7714 -1560.3042    0.4858   -0.8740    0.0113
  174.4626 1252.9774 -1556.4897    0.5173   -0.8548    0.0419
  184.2610 1258.5159 -1553.8521    0.5431   -0.8387    0.0413
  189.5572 1262.1144 -1561.1396    0.5546   -0.8307    0.0478
  205.2367 1266.3406 -1555.0698    0.5811   -0.8107    0.0710
  176.3385 1260.4065 -1495.3607    0.5696   -0.8219   -0.0049
  194.4494 1258.9116 -1494.2720    0.5808   -0.8141    0.0035
  189.3936 1266.8801 -1496.3157    0.5788   -0.8155    0.0076
  195.5232 1270.2330 -1502.9536    0.5907   -0.8069    0.0031
  203.5331 1275.4891 -1499.1423    0.6094   -0.7928    0.0097
  188.4947 1251.6074 -1413.9299    0.4442   -0.8704    0.2122
